"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-16,"Bío Bío Region",1,3,3,CLP,1,"7 días tras clic o 1 día tras visualización",,,,333.33333333,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-16,"Santiago Metropolitan Region",2,3,1.5,CLP,1,"7 días tras clic o 1 día tras visualización",,,,333.33333333,,,3,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-16,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-16,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,,,3000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-16,"Santiago Metropolitan Region",3,4,1.33333333,CLP,18,"7 días tras clic o 1 día tras visualización",,,,4500,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-16,"Valparaíso Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,1000,,,1,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,"Bío Bío Region",2064,2216,1.07364341,CLP,2174,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,4.73826715,20.7047619,981.04693141,,,762,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,"Araucanía Region",49,52,1.06122449,CLP,58,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.92307692,58,1115.38461538,,,13,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,"Los Ríos Region",2,3,1.5,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,666.66666667,,,,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,"Araucanía Region",1359,1637,1.20456218,CLP,2091,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,2.19914478,58.08333333,1277.33659133,,,515,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,"Los Ríos Region",23,27,1.17391304,CLP,30,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1111.11111111,,,9,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,Unknown,1,1,1,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-16,"Los Ríos Region",2220,2426,1.09279279,CLP,2053,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",53,5.23495466,16.16535433,846.2489695,,,826,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",1875,2078,1.10826667,CLP,2108,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",38,4.33108758,23.42222222,1014.43695861,,,586,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",48,54,1.125,CLP,60,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.55555556,20,1111.11111111,,,14,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",1,1,1,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Antofagasta Region",85,93,1.09411765,CLP,125,"7 días tras clic o 1 día tras visualización",4,7.52688172,17.85714286,1344.08602151,,,39,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",177,191,1.07909605,CLP,171,"7 días tras clic o 1 día tras visualización",7,7.85340314,11.4,895.28795812,,,58,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Arica y Parinacota Region",11,11,1,CLP,6,"7 días tras clic o 1 día tras visualización",,,,545.45454545,,,7,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Atacama Region",21,22,1.04761905,CLP,24,"7 días tras clic o 1 día tras visualización",,,,1090.90909091,,,8,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Aysén Region",20,22,1.1,CLP,13,"7 días tras clic o 1 día tras visualización",,,,590.90909091,,,7,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Bío Bío Region",131,143,1.09160305,CLP,132,"7 días tras clic o 1 día tras visualización",3,6.29370629,14.66666667,923.07692308,,,49,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Coquimbo Region",49,52,1.06122449,CLP,79,"7 días tras clic o 1 día tras visualización",,1.92307692,79,1519.23076923,,,19,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Lagos Region",286,319,1.11538462,CLP,216,"7 días tras clic o 1 día tras visualización",14,10.97178683,6.17142857,677.11598746,,,113,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",58,64,1.10344828,CLP,44,"7 días tras clic o 1 día tras visualización",2,7.8125,8.8,687.5,,,14,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Magallanes y la Antártica Chilena Region",31,35,1.12903226,CLP,21,"7 días tras clic o 1 día tras visualización",,,,600,,,9,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Maule Region",127,148,1.16535433,CLP,204,"7 días tras clic o 1 día tras visualización",4,4.72972973,29.14285714,1378.37837838,,,52,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"O'Higgins Region",66,75,1.13636364,CLP,80,"7 días tras clic o 1 día tras visualización",7,21.33333333,5,1066.66666667,,,34,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Santiago Metropolitan Region",416,463,1.11298077,CLP,738,"7 días tras clic o 1 día tras visualización",12,7.55939525,21.08571429,1593.9524838,,,154,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Tarapacá Region",18,22,1.22222222,CLP,18,"7 días tras clic o 1 día tras visualización",,9.09090909,9,818.18181818,,,9,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Valparaíso Region",150,169,1.12666667,CLP,344,"7 días tras clic o 1 día tras visualización",7,7.10059172,28.66666667,2035.50295858,,,50,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-15,"Valparaíso Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,2000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",2,2,1,CLP,,"7 días tras clic o 1 día tras visualización",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,1000,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,"Santiago Metropolitan Region",3,3,1,CLP,5,"7 días tras clic o 1 día tras visualización",,,,1666.66666667,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-15,"Valparaíso Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,2000,,,1,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Bío Bío Region",2274,2439,1.07255937,CLP,2280,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",74,6.31406314,14.80519481,934.80934809,,,908,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",59,60,1.01694915,CLP,53,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.33333333,26.5,883.33333333,,,16,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",2,2,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,500,,,1,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-15,"Araucanía Region",1272,1501,1.18003145,CLP,2198,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,2.53164557,57.84210526,1464.35709527,,,444,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",19,26,1.36842105,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.84615385,23,884.61538462,,,8,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-15,"Los Ríos Region",2141,2326,1.08640822,CLP,2251,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",38,4.98710232,19.40517241,967.75580396,,,806,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",788,898,1.13959391,CLP,1312,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,4.78841871,30.51162791,1461.02449889,,,294,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",25,28,1.12,CLP,34,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1214.28571429,,,10,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",1,2,2,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,4000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Antofagasta Region",52,55,1.05769231,CLP,81,"7 días tras clic o 1 día tras visualización",3,9.09090909,16.2,1472.72727273,,,18,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",91,98,1.07692308,CLP,132,"7 días tras clic o 1 día tras visualización",4,6.12244898,22,1346.93877551,,,27,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Arica y Parinacota Region",9,9,1,CLP,15,"7 días tras clic o 1 día tras visualización",,,,1666.66666667,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Atacama Region",11,13,1.18181818,CLP,18,"7 días tras clic o 1 día tras visualización",1,7.69230769,18,1384.61538462,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Aysén Region",4,5,1.25,CLP,4,"7 días tras clic o 1 día tras visualización",,20,4,800,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Bío Bío Region",78,80,1.02564103,CLP,113,"7 días tras clic o 1 día tras visualización",3,3.75,37.66666667,1412.5,,,24,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Coquimbo Region",22,25,1.13636364,CLP,28,"7 días tras clic o 1 día tras visualización",,8,14,1120,,,9,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Lagos Region",108,133,1.23148148,CLP,167,"7 días tras clic o 1 día tras visualización",,2.2556391,55.66666667,1255.63909774,,,35,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",34,36,1.05882353,CLP,35,"7 días tras clic o 1 día tras visualización",,,,972.22222222,,,8,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Magallanes y la Antártica Chilena Region",17,20,1.17647059,CLP,38,"7 días tras clic o 1 día tras visualización",2,20,9.5,1900,,,10,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Maule Region",48,50,1.04166667,CLP,76,"7 días tras clic o 1 día tras visualización",2,8,19,1520,,,21,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"O'Higgins Region",43,44,1.02325581,CLP,59,"7 días tras clic o 1 día tras visualización",1,4.54545455,29.5,1340.90909091,,,12,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",249,281,1.12851406,CLP,647,"7 días tras clic o 1 día tras visualización",7,6.04982206,38.05882353,2302.4911032,,,80,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Tarapacá Region",7,7,1,CLP,10,"7 días tras clic o 1 día tras visualización",,,,1428.57142857,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Valparaíso Region",81,86,1.0617284,CLP,177,"7 días tras clic o 1 día tras visualización",5,8.13953488,25.28571429,2058.13953488,,,31,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,"Los Lagos Region",1,2,2,CLP,1,"7 días tras clic o 1 día tras visualización",,,,500,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",1,1,1,CLP,,"7 días tras clic o 1 día tras visualización",,,,,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Antofagasta Region",2,2,1,CLP,20,"7 días tras clic o 1 día tras visualización",,,,10000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",2,2,1,CLP,4,"7 días tras clic o 1 día tras visualización",,,,2000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"O'Higgins Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,2000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",5,5,1,CLP,13,"7 días tras clic o 1 día tras visualización",,,,2600,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Valparaíso Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,,,1000,,,,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Bío Bío Region",1022,1092,1.06849315,CLP,1568,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,4.94505495,29.03703704,1435.8974359,,,386,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",27,28,1.03703704,CLP,38,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1357.14285714,,,8,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",637,728,1.14285714,CLP,1346,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,1.78571429,103.53846154,1848.9010989,,,253,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",10,13,1.3,CLP,20,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,7.69230769,20,1538.46153846,,,6,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",860,928,1.07906977,CLP,1203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,5.7112069,22.69811321,1296.3362069,,,355,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",1159,1285,1.10871441,CLP,1484,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",27,3.9688716,29.09803922,1154.86381323,,,391,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",29,29,1,CLP,28,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.44827586,28,965.51724138,,,6,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Antofagasta Region",54,54,1,CLP,60,"7 días tras clic o 1 día tras visualización",2,7.40740741,15,1111.11111111,,,18,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",83,86,1.03614458,CLP,99,"7 días tras clic o 1 día tras visualización",,,,1151.1627907,,,33,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Arica y Parinacota Region",8,8,1,CLP,7,"7 días tras clic o 1 día tras visualización",1,12.5,7,875,,,3,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Atacama Region",12,12,1,CLP,4,"7 días tras clic o 1 día tras visualización",,8.33333333,4,333.33333333,,,5,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Aysén Region",7,7,1,CLP,9,"7 días tras clic o 1 día tras visualización",,14.28571429,9,1285.71428571,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Bío Bío Region",58,58,1,CLP,48,"7 días tras clic o 1 día tras visualización",2,8.62068966,9.6,827.5862069,,,23,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Coquimbo Region",19,21,1.10526316,CLP,41,"7 días tras clic o 1 día tras visualización",,,,1952.38095238,,,9,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Los Lagos Region",110,118,1.07272727,CLP,122,"7 días tras clic o 1 día tras visualización",4,4.23728814,24.4,1033.89830508,,,47,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",23,23,1,CLP,28,"7 días tras clic o 1 día tras visualización",,4.34782609,28,1217.39130435,,,8,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Magallanes y la Antártica Chilena Region",9,9,1,CLP,5,"7 días tras clic o 1 día tras visualización",,,,555.55555556,,,5,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Maule Region",47,49,1.04255319,CLP,141,"7 días tras clic o 1 día tras visualización",,2.04081633,141,2877.55102041,,,16,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"O'Higgins Region",52,52,1,CLP,42,"7 días tras clic o 1 día tras visualización",1,9.61538462,8.4,807.69230769,,,18,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Santiago Metropolitan Region",323,344,1.06501548,CLP,444,"7 días tras clic o 1 día tras visualización",4,5.23255814,24.66666667,1290.69767442,,,106,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Tarapacá Region",13,13,1,CLP,10,"7 días tras clic o 1 día tras visualización",,7.69230769,10,769.23076923,,,6,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Valparaíso Region",76,80,1.05263158,CLP,80,"7 días tras clic o 1 día tras visualización",1,6.25,16,1000,,,30,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-13,"Santiago Metropolitan Region",1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,,,3000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",3,3,1,CLP,4,"7 días tras clic o 1 día tras visualización",,,,1333.33333333,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Bío Bío Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,2000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Los Lagos Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,666.66666667,,,2,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",1,1,1,CLP,4,"7 días tras clic o 1 día tras visualización",,,,4000,,,,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Maule Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",1,200,0.5,1000,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Santiago Metropolitan Region",5,5,1,CLP,12,"7 días tras clic o 1 día tras visualización",,20,12,2400,,,1,,,,,,2025-06-12,2025-06-19
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Valparaíso Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,,,2000,,,,,,,,,2025-06-12,2025-06-19
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Bío Bío Region",1171,1242,1.06063194,CLP,1412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.9452496,28.81632653,1136.87600644,,,457,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",13,13,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1615.38461538,,,3,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",822,992,1.20681265,CLP,1600,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.22580645,50,1612.90322581,,,369,,,,,,2025-06-12,2025-06-19
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",7,8,1.14285714,CLP,35,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,4375,,,3,,,,,,2025-06-12,2025-06-19
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",1499,1565,1.04402935,CLP,1444,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.76996805,24.47457627,922.68370607,,,544,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",2939,3254,1.10717931,CLP,2431,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",51,3.71850031,20.09090909,747.08051629,,,909,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",89,99,1.11235955,CLP,65,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.02020202,32.5,656.56565657,,,36,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",30,31,1.03333333,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,37,1193.5483871,,,12,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3,3,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1666.66666667,,,2,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",219,235,1.07305936,CLP,368,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.27659574,122.66666667,1565.95744681,,,69,,,,,,2025-06-12,2025-06-19
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",7,7,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,571.42857143,,,4,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",116,121,1.04310345,CLP,102,"7 días tras clic o 1 día tras visualización",1,4.95867769,17,842.97520661,,,44,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",235,245,1.04255319,CLP,192,"7 días tras clic o 1 día tras visualización",9,6.53061224,12,783.67346939,,,90,,,,,,2025-06-12,2025-06-19
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Arica y Parinacota Region",22,24,1.09090909,CLP,17,"7 días tras clic o 1 día tras visualización",,12.5,5.66666667,708.33333333,,,10,,,,,,2025-06-12,2025-06-19
