"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Los Ríos Region",54,62,1.14814815,CLP,142,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.61290323,142,2290.32258065,,,26,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Magallanes y la Antártica Chilena Region",7,7,1,CLP,19,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2714.28571429,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Maule Region",33,35,1.06060606,CLP,68,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1942.85714286,,,15,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"O'Higgins Region",23,23,1,CLP,78,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3391.30434783,,,11,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Santiago Metropolitan Region",172,198,1.15116279,CLP,538,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.03030303,89.66666667,2717.17171717,,,83,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Tarapacá Region",13,16,1.23076923,CLP,28,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,12.5,14,1750,,,8,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Valparaíso Region",42,46,1.0952381,CLP,124,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,6.52173913,41.33333333,2695.65217391,,,19,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-27,"Bío Bío Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-27,"Coquimbo Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-27,"Maule Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-27,"Araucanía Region",523,591,1.13001912,CLP,856,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,1.52284264,95.11111111,1448.39255499,,,145,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-27,"Los Ríos Region",7,8,1.14285714,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,625,,,2,,,,,,2025-01-01,2025-06-03
"publico pucon","Video parejas amor","primera campaña clientes potenciales",2025-05-27,"Araucanía Region",1,1,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Antofagasta Region",21,21,1,CLP,22,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.76190476,22,1047.61904762,,,8,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Araucanía Region",48,51,1.0625,CLP,51,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.92156863,25.5,1000,,,15,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Arica y Parinacota Region",5,5,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,800,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Atacama Region",5,5,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1200,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Aysén Region",3,3,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Bío Bío Region",43,45,1.04651163,CLP,29,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.44444444,14.5,644.44444444,,,20,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Coquimbo Region",11,11,1,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,727.27272727,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Los Lagos Region",35,36,1.02857143,CLP,29,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.77777778,29,805.55555556,,,14,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Los Ríos Region",27,28,1.03703704,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.57142857,15,535.71428571,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Magallanes y la Antártica Chilena Region",7,7,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,428.57142857,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Maule Region",13,13,1,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,692.30769231,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"O'Higgins Region",14,14,1,CLP,24,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1714.28571429,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Santiago Metropolitan Region",112,117,1.04464286,CLP,130,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.27350427,26,1111.11111111,,,45,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Tarapacá Region",7,7,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,285.71428571,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Valparaíso Region",25,27,1.08,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.7037037,21,777.77777778,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Antofagasta Region",38,41,1.07894737,CLP,56,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1365.85365854,,,11,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Araucanía Region",277,293,1.05776173,CLP,326,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,3.41296928,32.6,1112.62798635,,,118,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Arica y Parinacota Region",5,5,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,400,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Atacama Region",7,7,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2285.71428571,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Aysén Region",5,5,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,400,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Bío Bío Region",155,162,1.04516129,CLP,264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,1.2345679,132,1629.62962963,,,70,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Coquimbo Region",29,33,1.13793103,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.03030303,37,1121.21212121,,,11,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Los Lagos Region",145,161,1.11034483,CLP,213,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.9689441,26.625,1322.98136646,,,74,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Los Ríos Region",121,135,1.11570248,CLP,133,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,1.48148148,66.5,985.18518519,,,32,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Magallanes y la Antártica Chilena Region",16,18,1.125,CLP,27,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,5.55555556,27,1500,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Maule Region",47,55,1.17021277,CLP,73,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.63636364,36.5,1327.27272727,,,27,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"O'Higgins Region",43,46,1.06976744,CLP,52,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.17391304,52,1130.43478261,,,8,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Santiago Metropolitan Region",207,226,1.09178744,CLP,381,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,4.42477876,38.1,1685.84070796,,,91,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Tarapacá Region",12,12,1,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1333.33333333,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Valparaíso Region",71,75,1.05633803,CLP,80,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4,26.66666667,1066.66666667,,,23,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Antofagasta Region",4,4,1,CLP,7,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1750,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Araucanía Region",34,38,1.11764706,CLP,76,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.63157895,76,2000,,,9,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Atacama Region",2,3,1.5,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Aysén Region",2,2,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1500,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Bío Bío Region",23,29,1.26086957,CLP,77,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,13.79310345,19.25,2655.17241379,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Coquimbo Region",6,7,1.16666667,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1142.85714286,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Los Lagos Region",20,22,1.1,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1045.45454545,,,9,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Los Ríos Region",22,24,1.09090909,CLP,22,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,916.66666667,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Maule Region",8,9,1.125,CLP,17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1888.88888889,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"O'Higgins Region",6,6,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,833.33333333,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Santiago Metropolitan Region",29,36,1.24137931,CLP,67,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,11.11111111,16.75,1861.11111111,,,12,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Tarapacá Region",5,5,1,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1600,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-26,"Valparaíso Region",15,16,1.06666667,CLP,19,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,6.25,19,1187.5,,,5,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-26,"Araucanía Region",15,16,1.06666667,CLP,24,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,12.5,12,1500,,,5,,,,,,2025-01-01,2025-06-03
"publico pucon","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Araucanía Region",49,61,1.24489796,CLP,76,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1245.90163934,,,19,,,,,,2025-01-01,2025-06-03
"publico pucon","Video parejas amor","primera campaña clientes potenciales",2025-05-26,"Los Ríos Region",2,6,3,CLP,24,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,16.66666667,24,4000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Antofagasta Region",103,117,1.13592233,CLP,160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.12820513,26.66666667,1367.52136752,,,37,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Araucanía Region",228,252,1.10526316,CLP,248,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,5.95238095,16.53333333,984.12698413,,,77,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Arica y Parinacota Region",21,22,1.04761905,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1136.36363636,,,9,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Atacama Region",20,21,1.05,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,666.66666667,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Aysén Region",16,16,1,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.25,11,687.5,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Bío Bío Region",286,327,1.14335664,CLP,358,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,3.05810398,35.8,1094.80122324,,,104,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Coquimbo Region",61,62,1.01639344,CLP,52,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,26,838.70967742,,,15,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Los Lagos Region",220,241,1.09545455,CLP,218,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,4.97925311,18.16666667,904.56431535,,,82,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Los Ríos Region",136,155,1.13970588,CLP,166,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,5.80645161,18.44444444,1070.96774194,,,58,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Magallanes y la Antártica Chilena Region",40,48,1.2,CLP,74,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,8.33333333,18.5,1541.66666667,,,17,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Maule Region",105,114,1.08571429,CLP,128,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.38596491,25.6,1122.80701754,,,38,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"O'Higgins Region",80,83,1.0375,CLP,101,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.40963855,50.5,1216.86746988,,,22,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Santiago Metropolitan Region",572,611,1.06818182,CLP,825,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14,4.41898527,30.55555556,1350.24549918,,,205,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Tarapacá Region",24,25,1.04166667,CLP,22,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,880,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-25,"Valparaíso Region",163,176,1.0797546,CLP,194,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,2.84090909,38.8,1102.27272727,,,54,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-25,"Bío Bío Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,200,0.5,1000,,,1,,,,,,2025-01-01,2025-06-03
"publico pucon","Video parejas amor","primera campaña clientes potenciales",2025-05-25,"Araucanía Region",7,9,1.28571429,CLP,46,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,5111.11111111,,,1,,,,,,2025-01-01,2025-06-03
"publico pucon","Video parejas dcto","primera campaña clientes potenciales",2025-05-25,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Antofagasta Region",89,93,1.04494382,CLP,63,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.15053763,31.5,677.41935484,,,35,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Araucanía Region",141,153,1.08510638,CLP,160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.26797386,32,1045.75163399,,,52,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Arica y Parinacota Region",16,17,1.0625,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,647.05882353,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Atacama Region",16,16,1,CLP,17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1062.5,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Aysén Region",13,14,1.07692308,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,357.14285714,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Bío Bío Region",182,199,1.09340659,CLP,188,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,5.02512563,18.8,944.72361809,,,71,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Coquimbo Region",36,41,1.13888889,CLP,30,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.87804878,15,731.70731707,,,16,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Los Lagos Region",137,146,1.06569343,CLP,192,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,2.73972603,48,1315.06849315,,,52,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Los Ríos Region",94,104,1.10638298,CLP,112,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.88461538,37.33333333,1076.92307692,,,36,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Magallanes y la Antártica Chilena Region",26,27,1.03846154,CLP,13,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,481.48148148,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Maule Region",81,88,1.08641975,CLP,102,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.27272727,51,1159.09090909,,,23,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"O'Higgins Region",51,54,1.05882353,CLP,58,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.7037037,29,1074.07407407,,,11,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Santiago Metropolitan Region",391,414,1.05882353,CLP,495,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11,5.31400966,22.5,1195.65217391,,,137,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Tarapacá Region",27,27,1,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,851.85185185,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-24,"Valparaíso Region",128,141,1.1015625,CLP,118,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.83687943,29.5,836.87943262,,,39,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-24,"Antofagasta Region",1,1,1,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-24,"Los Ríos Region",1,1,1,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-05-24,"Santiago Metropolitan Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Antofagasta Region",8,8,1,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1750,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Araucanía Region",43,47,1.09302326,CLP,99,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.12765957,99,2106.38297872,,,18,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Atacama Region",3,3,1,CLP,7,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2333.33333333,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Bío Bío Region",27,30,1.11111111,CLP,130,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.66666667,65,4333.33333333,,,16,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Coquimbo Region",9,9,1,CLP,108,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,12000,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Los Lagos Region",33,38,1.15151515,CLP,57,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1500,,,18,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Los Ríos Region",25,26,1.04,CLP,71,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2730.76923077,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Magallanes y la Antártica Chilena Region",5,5,1,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2800,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"Maule Region",11,12,1.09090909,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1916.66666667,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-05-24,"O'Higgins Region",11,12,1.09090909,CLP,55,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,4583.33333333,,,7,,,,,,2025-01-01,2025-06-03
