"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-18,"Valparaíso Region",2,2,1,CLP,4,"7 días tras clic o 1 día tras visualización",,50,4,2000,,,1,,,,,,2025-06-18,2025-06-18
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-18,"Araucanía Region",4,4,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,1750,,,2,,,,,,2025-06-18,2025-06-18
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-18,"Atacama Region",1,1,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,4000,,,1,,,,,,2025-06-18,2025-06-18
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-18,"Bío Bío Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-18,2025-06-18
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-18,"Santiago Metropolitan Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,1,,,,,,2025-06-18,2025-06-18
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-18,"Los Ríos Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Los Ríos Region",26,29,1.11538462,CLP,34,"7 días tras clic o 1 día tras visualización",,3.44827586,34,1172.4137931,,,5,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Valparaíso Region",97,111,1.1443299,CLP,121,"7 días tras clic o 1 día tras visualización",2,5.40540541,20.16666667,1090.09009009,,,29,,,,,,2025-06-18,2025-06-18
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Bío Bío Region",2009,2200,1.09507218,CLP,2006,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",39,4.09090909,22.28888889,911.81818182,,,764,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Aysén Region",7,8,1.14285714,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,750,,,,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Antofagasta Region",50,51,1.02,CLP,77,"7 días tras clic o 1 día tras visualización",,1.96078431,77,1509.80392157,,,18,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Araucanía Region",104,116,1.11538462,CLP,316,"7 días tras clic o 1 día tras visualización",3,5.17241379,52.66666667,2724.13793103,,,37,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Atacama Region",9,10,1.11111111,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,1100,,,3,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Bío Bío Region",85,87,1.02352941,CLP,95,"7 días tras clic o 1 día tras visualización",2,2.29885057,47.5,1091.95402299,,,30,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Coquimbo Region",38,41,1.07894737,CLP,56,"7 días tras clic o 1 día tras visualización",,0,0,1365.85365854,,,13,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"O'Higgins Region",53,55,1.03773585,CLP,91,"7 días tras clic o 1 día tras visualización",,1.81818182,91,1654.54545455,,,19,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Los Lagos Region",119,140,1.17647059,CLP,108,"7 días tras clic o 1 día tras visualización",2,4.28571429,18,771.42857143,,,41,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Magallanes y la Antártica Chilena Region",13,13,1,CLP,11,"7 días tras clic o 1 día tras visualización",1,7.69230769,11,846.15384615,,,3,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Los Lagos Region",95,111,1.16842105,CLP,126,"7 días tras clic o 1 día tras visualización",5,10.81081081,10.5,1135.13513514,,,44,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Santiago Metropolitan Region",385,414,1.07532468,CLP,670,"7 días tras clic o 1 día tras visualización",9,5.79710145,27.91666667,1618.35748792,,,139,,,,,,2025-06-18,2025-06-18
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-18,"Tarapacá Region",18,21,1.16666667,CLP,32,"7 días tras clic o 1 día tras visualización",,9.52380952,16,1523.80952381,,,9,,,,,,2025-06-18,2025-06-18
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-17,"Los Ríos Region",20,23,1.15,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.34782609,25,1086.95652174,,,8,,,,,,2025-06-17,2025-06-17
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Los Ríos Region",2078,2305,1.10923965,CLP,2079,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",33,4.38177874,20.58415842,901.95227766,,,791,,,,,,2025-06-17,2025-06-17
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,"Los Ríos Region",23,27,1.17391304,CLP,30,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1111.11111111,,,9,,,,,,2025-06-16,2025-06-16
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Aysén Region",8,8,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,750,,,3,,,,,,2025-06-17,2025-06-17
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-16,"Araucanía Region",1359,1637,1.20456218,CLP,2091,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,2.19914478,58.08333333,1277.33659133,,,515,,,,,,2025-06-16,2025-06-16
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Los Ríos Region",2,2,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,2025-06-17,2025-06-17
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Araucanía Region",40,48,1.2,CLP,52,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1083.33333333,,,16,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-17,"Araucanía Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,1,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-17,"Bío Bío Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-17,"Los Lagos Region",5,7,1.4,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,2,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-17,"Maule Region",4,4,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,500,,,1,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-17,"Santiago Metropolitan Region",4,6,1.5,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,2166.66666667,,,2,,,,,,2025-06-17,2025-06-17
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-17,"Los Lagos Region",1,2,2,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Los Ríos Region",40,42,1.05,CLP,38,"7 días tras clic o 1 día tras visualización",,0,0,904.76190476,,,18,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Arica y Parinacota Region",8,8,1,CLP,17,"7 días tras clic o 1 día tras visualización",,0,0,2125,,,3,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Valparaíso Region",140,156,1.11428571,CLP,135,"7 días tras clic o 1 día tras visualización",2,6.41025641,13.5,865.38461538,,,54,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Antofagasta Region",76,79,1.03947368,CLP,99,"7 días tras clic o 1 día tras visualización",2,3.79746835,33,1253.16455696,,,35,,,,,,2025-06-17,2025-06-17
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Araucanía Region",1637,1910,1.16676848,CLP,2107,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.92670157,28.09333333,1103.14136126,,,583,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Araucanía Region",127,139,1.09448819,CLP,171,"7 días tras clic o 1 día tras visualización",4,6.47482014,19,1230.21582734,,,49,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Atacama Region",12,14,1.16666667,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,785.71428571,,,6,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Bío Bío Region",116,125,1.07758621,CLP,133,"7 días tras clic o 1 día tras visualización",5,6.4,16.625,1064,,,39,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Coquimbo Region",45,51,1.13333333,CLP,66,"7 días tras clic o 1 día tras visualización",1,3.92156863,33,1294.11764706,,,17,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"O'Higgins Region",75,79,1.05333333,CLP,84,"7 días tras clic o 1 día tras visualización",1,6.32911392,16.8,1063.29113924,,,19,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Los Lagos Region",177,211,1.1920904,CLP,269,"7 días tras clic o 1 día tras visualización",6,7.58293839,16.8125,1274.88151659,,,71,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Magallanes y la Antártica Chilena Region",26,35,1.34615385,CLP,37,"7 días tras clic o 1 día tras visualización",2,8.57142857,12.33333333,1057.14285714,,,4,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Maule Region",113,120,1.0619469,CLP,93,"7 días tras clic o 1 día tras visualización",1,2.5,31,775,,,44,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Santiago Metropolitan Region",493,531,1.07707911,CLP,887,"7 días tras clic o 1 día tras visualización",12,8.09792844,20.62790698,1670.43314501,,,201,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Tarapacá Region",18,21,1.16666667,CLP,17,"7 días tras clic o 1 día tras visualización",,9.52380952,8.5,809.52380952,,,11,,,,,,2025-06-17,2025-06-17
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-17,"Araucanía Region",2,3,1.5,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1666.66666667,,,1,,,,,,2025-06-17,2025-06-17
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-17,"Los Ríos Region",68,75,1.10294118,CLP,44,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.66666667,22,586.66666667,,,17,,,,,,2025-06-17,2025-06-17
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"O'Higgins Region",33,34,1.03030303,CLP,69,"7 días tras clic o 1 día tras visualización",,0,0,2029.41176471,,,14,,,,,,2025-06-20,2025-06-20
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Bío Bío Region",917,995,1.08505998,CLP,1221,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,5.12562814,23.94117647,1227.13567839,,,387,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Magallanes y la Antártica Chilena Region",8,11,1.375,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,3,,,,,,2025-06-20,2025-06-20
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Aysén Region",5,5,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,200,,,1,,,,,,2025-06-22,2025-06-22
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",864,979,1.13310185,CLP,1235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.6557712,47.5,1261.49131767,,,368,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",1305,1422,1.08965517,CLP,1392,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,3.93811533,24.85714286,978.90295359,,,534,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",241,262,1.08713693,CLP,664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.81679389,66.4,2534.35114504,,,114,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",17,18,1.05882353,CLP,73,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,5.55555556,73,4055.55555556,,,6,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",41,45,1.09756098,CLP,96,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,6.66666667,32,2133.33333333,,,16,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",2,2,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",105,127,1.20952381,CLP,264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.51181102,37.71428571,2078.74015748,,,29,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",111,120,1.08108108,CLP,198,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.83333333,28.28571429,1650,,,41,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",133,149,1.12030075,CLP,217,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.04026846,24.11111111,1456.37583893,,,35,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",27,29,1.07407407,CLP,35,"7 días tras clic o 1 día tras visualización",1,3.44827586,35,1206.89655172,,,8,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",45,51,1.13333333,CLP,41,"7 días tras clic o 1 día tras visualización",3,17.64705882,4.55555556,803.92156863,,,15,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Antofagasta Region",16,18,1.125,CLP,34,"7 días tras clic o 1 día tras visualización",,5.55555556,34,1888.88888889,,,4,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Araucanía Region",22,23,1.04545455,CLP,412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,8.69565217,206,17913.04347826,,,11,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Araucanía Region",26,29,1.11538462,CLP,18,"7 días tras clic o 1 día tras visualización",1,10.34482759,6,620.68965517,,,9,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Atacama Region",7,7,1,CLP,17,"7 días tras clic o 1 día tras visualización",,0,0,2428.57142857,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",40,43,1.075,CLP,44,"7 días tras clic o 1 día tras visualización",1,6.97674419,14.66666667,1023.25581395,,,10,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",17,23,1.35294118,CLP,28,"7 días tras clic o 1 día tras visualización",,13.04347826,9.33333333,1217.39130435,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",19,23,1.21052632,CLP,32,"7 días tras clic o 1 día tras visualización",,4.34782609,32,1391.30434783,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",82,97,1.18292683,CLP,97,"7 días tras clic o 1 día tras visualización",3,7.21649485,13.85714286,1000,,,23,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Maule Region",34,38,1.11764706,CLP,31,"7 días tras clic o 1 día tras visualización",,0,0,815.78947368,,,12,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",103,114,1.10679612,CLP,185,"7 días tras clic o 1 día tras visualización",3,8.77192982,18.5,1622.80701754,,,33,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Tarapacá Region",4,4,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,500,,,3,,,,,,2025-06-22,2025-06-22
"publico valdivia","Video Lluvia","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",943,1053,1.11664899,CLP,1264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,4.27350427,28.08888889,1200.37986705,,,272,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",1685,1816,1.07774481,CLP,1468,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35,5.56167401,14.53465347,808.37004405,,,719,,,,,,2025-06-22,2025-06-22
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",184,211,1.14673913,CLP,300,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.79146919,37.5,1421.80094787,,,78,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Araucanía Region",100,101,1.01,CLP,155,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.95049505,31,1534.65346535,,,36,,,,,,2025-06-23,2025-06-23
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Arica y Parinacota Region",10,10,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,700,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Arica y Parinacota Region",3,4,1.33333333,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",9,11,1.22222222,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,909.09090909,,,2,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Araucanía Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,1,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",6,7,1.16666667,CLP,13,"7 días tras clic o 1 día tras visualización",1,14.28571429,13,1857.14285714,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",9,9,1,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,888.88888889,,,6,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",15,18,1.2,CLP,18,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Maule Region",9,10,1.11111111,CLP,24,"7 días tras clic o 1 día tras visualización",,0,0,2400,,,5,,,,,,2025-06-22,2025-06-22
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",27,30,1.11111111,CLP,114,"7 días tras clic o 1 día tras visualización",,3.33333333,114,3800,,,12,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Los Ríos Region",54,59,1.09259259,CLP,158,"7 días tras clic o 1 día tras visualización",2,11.86440678,22.57142857,2677.96610169,,,18,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Valparaíso Region",101,116,1.14851485,CLP,108,"7 días tras clic o 1 día tras visualización",1,6.03448276,15.42857143,931.03448276,,,42,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Tarapacá Region",11,11,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,454.54545455,,,3,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Aysén Region",7,7,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,428.57142857,,,3,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Antofagasta Region",37,37,1,CLP,32,"7 días tras clic o 1 día tras visualización",,2.7027027,32,864.86486486,,,13,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Araucanía Region",50,53,1.06,CLP,85,"7 días tras clic o 1 día tras visualización",2,11.32075472,14.16666667,1603.77358491,,,26,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Atacama Region",15,15,1,CLP,21,"7 días tras clic o 1 día tras visualización",,0,0,1400,,,7,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Bío Bío Region",59,69,1.16949153,CLP,78,"7 días tras clic o 1 día tras visualización",4,8.69565217,13,1130.43478261,,,27,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Coquimbo Region",37,39,1.05405405,CLP,29,"7 días tras clic o 1 día tras visualización",,0,0,743.58974359,,,15,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"O'Higgins Region",58,62,1.06896552,CLP,67,"7 días tras clic o 1 día tras visualización",1,4.83870968,22.33333333,1080.64516129,,,23,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Los Lagos Region",154,166,1.07792208,CLP,120,"7 días tras clic o 1 día tras visualización",5,8.43373494,8.57142857,722.89156627,,,86,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Magallanes y la Antártica Chilena Region",8,9,1.125,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,888.88888889,,,4,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Maule Region",81,83,1.02469136,CLP,59,"7 días tras clic o 1 día tras visualización",1,6.02409639,11.8,710.84337349,,,32,,,,,,2025-06-22,2025-06-22
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",395,423,1.07088608,CLP,475,"7 días tras clic o 1 día tras visualización",10,6.1465721,18.26923077,1122.93144208,,,170,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Los Ríos Region",1,1,1,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,1,,,,,,2025-06-23,2025-06-23
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-23,"Araucanía Region",1,1,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4000,,,1,,,,,,2025-06-23,2025-06-23
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-22,"Santiago Metropolitan Region",40,43,1.075,CLP,62,"7 días tras clic o 1 día tras visualización",2,9.30232558,15.5,1441.86046512,,,21,,,,,,2025-06-22,2025-06-22
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-23,"Valparaíso Region",63,67,1.06349206,CLP,55,"7 días tras clic o 1 día tras visualización",,4.47761194,18.33333333,820.89552239,,,18,,,,,,2025-06-23,2025-06-23
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-23,"Bío Bío Region",1164,1245,1.06958763,CLP,1088,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,3.53413655,24.72727273,873.89558233,,,391,,,,,,2025-06-23,2025-06-23
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-23,"Bío Bío Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,1,,,,,,2025-06-23,2025-06-23
